187恐怖游轮信息：导演:克里斯托弗·史密斯ChristopherSmith   主演:梅利莎·乔治Melissa...2009 / 英国澳大利亚 / 剧情悬疑惊悚
188忠犬八公物语信息：导演:SeijirôKôyama   主演:山本圭KeiYamamoto/井川比佐志Hisa...1987 / 日本 / 剧情
189完美陌生人信息：导演:保罗·格诺维瑟PaoloGenovese   主演:马可·贾利尼MarcoGiallini...2016 / 意大利 / 剧情喜剧
190魔女宅急便信息：导演:宫崎骏HayaoMiyazaki   主演:高山南MinamiTakayama/佐久间玲Re...1989 / 日本 / 动画奇幻冒险
191可可西里信息：导演:陆川ChuanLu   主演:多布杰Duobujie/张磊LeiZhang/亓亮QiL...2004 / 中国大陆香港 / 剧情犯罪
192哪吒闹海信息：导演:严定宪DingxianYan/王树忱ShuchenWang   主演:梁正晖Zhenghui...1979 / 中国大陆 / 冒险动画奇幻
193战争之王信息：导演:安德鲁·尼科尔AndrewNiccol   主演:尼古拉斯·凯奇NicolasCage/...2005 / 美国法国 / 剧情犯罪
194谍影重重信息：导演:道格·里曼DougLiman   主演:马特·达蒙MattDamon/弗兰卡·波坦...2002 / 美国德国捷克 / 动作悬疑惊悚
195一次别离信息：导演:阿斯哈·法哈蒂AsgharFarhadi   主演:佩曼·莫阿迪PeymanMoadi/...2011 / 伊朗法国 / 剧情家庭
196谍影重重2信息：导演:保罗·格林格拉斯PaulGreengrass   主演:马特·达蒙MattDamon/...2004 / 美国德国 / 动作悬疑惊悚
197牯岭街少年杀人事件信息：导演:杨德昌EdwardYang   主演:张震ChenChang/杨静怡LisaYang/张...1991 / 台湾 / 剧情犯罪
198地球上的星星信息：导演:阿米尔·汗AamirKhan   主演:达席尔·萨法瑞DarsheelSafary/阿...2007 / 印度 / 剧情儿童家庭
199追随信息：导演:克里斯托弗·诺兰ChristopherNolan   主演:杰里米·西奥伯德Jeremy...1998 / 英国 / 犯罪悬疑惊悚
200黑客帝国3：矩阵革命信息：导演:AndyWachowski/LarryWachowski   主演:KeanuReeves/LaurenceF...2003 / 美国澳大利亚 / 动作科幻
201撞车信息：导演:保罗·哈吉斯PaulHaggis   主演:桑德拉·布洛克SandraBullock/...2004 / 美国德国 / 犯罪剧情
202海街日记信息：导演:是枝裕和HirokazuKoreeda   主演:绫濑遥HarukaAyase/长泽雅美M...2015 / 日本 / 剧情家庭
203惊魂记信息：导演:AlfredHitchcock   主演:JanetLeigh/AnthonyPerkins/VeraMiles1960 / 美国 / 悬疑惊悚恐怖
204青蛇信息：导演:徐克HarkTsui   主演:张曼玉MaggieCheung/王祖贤JoeyWang/...1993 / 香港 / 剧情奇幻古装
205梦之安魂曲信息：导演:达伦·阿伦诺夫斯基DarrenAronofsky   主演:艾伦·伯斯汀EllenBur...2000 / 美国 / 剧情
206再次出发之纽约遇见你信息：导演:约翰·卡尼JohnCarney   主演:凯拉·奈特莉KeiraKnightley/马克...2013 / 美国 / 喜剧爱情音乐
207小萝莉的猴神大叔信息：导演:卡比尔·汗KabirKhan   主演:萨尔曼·汗SalmanKhan/哈莎莉·马...2015 / 印度 / 剧情喜剧动作
208步履不停信息：导演:是枝裕和HirokazuKoreeda   主演:阿部宽HiroshiAbe/夏川结衣Yu...2008 / 日本 / 剧情家庭
209新龙门客栈信息：导演:李惠民RaymondLee   主演:张曼玉MaggieCheung/林青霞Brigitte...1992 / 香港中国大陆 / 剧情动作武侠古装
210源代码信息：导演:邓肯·琼斯DuncanJones   主演:杰克·吉伦哈尔JakeGyllenhaal/...2011 / 美国加拿大 / 科幻悬疑惊悚
211终结者2：审判日信息：导演:詹姆斯·卡梅隆JamesCameron   主演:阿诺·施瓦辛格ArnoldSchwarz...1991 / 美国法国 / 动作科幻
212东京物语信息：导演:小津安二郎YasujirôOzu   主演:笠智众ChishûRyû/原节...1953 / 日本 / 剧情家庭
213初恋这件小事信息：导演:普特鹏·普罗萨卡·那·萨克那卡林PuttipongPromsakaNaSakolnakorn/华森·波克彭...2010 / 泰国 / 剧情喜剧爱情
214疯狂的石头信息：导演:宁浩HaoNing   主演:郭涛TaoGuo/刘桦HuaLiu/连晋TeddyLin2006 / 中国大陆香港 / 喜剧犯罪
215三块广告牌信息：导演:马丁·麦克唐纳MartinMcDonagh   主演:弗兰西斯·麦克多蒙德France...2017 / 美国英国 / 剧情犯罪
216爱在午夜降临前信息：导演:理查德·林克莱特RichardLinklater   主演:伊桑·霍克EthanHawke...2013 / 美国 / 剧情爱情
217无耻混蛋信息：导演:QuentinTarantino   主演:布拉德·皮特BradPitt/梅拉尼·罗兰M...2009 / 美国德国 / 剧情犯罪
218城市之光信息：导演:CharlesChaplin   主演:查理·卓别林CharlesChaplin/弗吉尼亚·...1931 / 美国 / 喜剧剧情爱情
219绿里奇迹信息：导演:FrankDarabont   主演:汤姆·汉克斯TomHanks/大卫·摩斯DavidM...1999 / 美国 / 犯罪剧情奇幻悬疑
220末路狂花信息：导演:雷德利·斯科特RidleyScott   主演:吉娜·戴维斯GeenaDavis/苏...1991 / 美国法国 / 犯罪剧情惊悚
221这个男人来自地球信息：导演:理查德·沙因克曼RichardSchenkman   主演:大卫·李·史密斯David...2007 / 美国 / 剧情科幻
222秒速5厘米信息：导演:新海诚MakotoShinkai   主演:水桥研二KenjiMizuhashi/近藤好美...2007 / 日本 / 动画剧情爱情
223勇闯夺命岛信息：导演:迈克尔·贝MichaelBay   主演:肖恩·康纳利SeanConnery/尼古拉...1996 / 美国 / 动作冒险
224E.T. 外星人信息：导演:StevenSpielberg   主演:HenryThomas/DeeWallace/RobertMacNa...1982 / 美国 / 剧情科幻
225彗星来的那一夜信息：导演:詹姆斯·沃德·布柯特JamesWardByrkit   主演:艾米丽·芭尔多尼Em...2013 / 美国英国 / 科幻悬疑惊悚
226变脸信息：导演:吴宇森JohnWoo   主演:约翰·特拉沃尔塔JohnTravolta/尼古拉斯...1997 / 美国 / 动作科幻犯罪惊悚
227血钻信息：导演:爱德华·兹威克EdwardZwick   主演:莱昂纳多·迪卡普里奥Leonardo...2006 / 美国德国 / 剧情惊悚冒险
228黄金三镖客信息：导演:SergioLeone   主演:ClintEastwood/EliWallach/LeeVanCleef1966 / 意大利西班牙西德 / 冒险西部
229发条橙信息：导演:StanleyKubrick   主演:MalcolmMcDowell/PatrickMagee/Michael...1971 / 英国美国 / 犯罪剧情科幻
230聚焦信息：导演:托马斯·麦卡锡ThomasMcCarthy   主演:马克·鲁弗洛MarkRuffalo/...2015 / 美国 / 剧情传记
231卡萨布兰卡信息：导演:MichaelCurtiz   主演:亨弗莱·鲍嘉HumphreyBogart/英格丽·褒曼...1942 / 美国 / 剧情爱情战争
232碧海蓝天信息：导演:LucBesson   主演:让-马克·巴尔Jean-MarcBarr/让·雷诺JeanRe...1988 / 法国美国意大利 / 剧情爱情
233非常嫌疑犯信息：导演:布莱恩·辛格BryanSinger   主演:史蒂芬·鲍德温StephenBaldwin/...1995 / 德国美国 / 剧情犯罪悬疑惊悚
234美国丽人信息：导演:萨姆·门德斯SamMendes   主演:凯文·史派西KevinSpacey/安妮特...1999 / 美国 / 剧情爱情家庭
235国王的演讲信息：导演:汤姆·霍珀TomHooper   主演:柯林·菲尔斯ColinFirth/杰弗里·...2010 / 英国澳大利亚美国 / 剧情传记历史
236黑鹰坠落信息：导演:雷德利·斯科特RidleyScott   主演:乔什·哈奈特JoshHartnett/...2001 / 美国 / 动作历史战争
237我爱你信息：导演:秋昌民Chang-minChoo   主演:宋在河Jae-hoSong/李顺载Soon-jae...2011 / 韩国 / 剧情爱情
238天书奇谭信息：导演:王树忱ShuchenWang/钱运达YundaQian   主演:丁建华JianhuaDin...1983(中国大陆)/2019(中国大陆重映) / 中国大陆 / 动画
239海盗电台信息：导演:理查德·柯蒂斯RichardCurtis   主演:比尔·奈伊BillNighy/肯尼...2009 / 英国德国法国 / 剧情喜剧音乐
240千钧一发信息：导演:安德鲁·尼科尔AndrewNiccol   主演:伊桑·霍克EthanHawke/乌玛...1997 / 美国 / 剧情科幻惊悚
241荒野生存信息：导演:西恩·潘SeanPenn   主演:埃米尔·赫斯基EmileHirsch/马西娅·...2007 / 美国 / 冒险传记剧情
2422001太空漫游信息：导演:斯坦利·库布里克StanleyKubrick   主演:凯尔·杜拉KeirDullea/...1968 / 英国美国 / 科幻惊悚冒险
243英国病人信息：导演:安东尼·明格拉AnthonyMinghella   主演:拉尔夫·费因斯RalphFien...1996 / 美国英国 / 爱情剧情战争
244遗愿清单信息：导演:罗伯·莱纳RobReiner   主演:杰克·尼科尔森JackNicholson/摩根...2007 / 美国 / 冒险喜剧剧情
245海蒂和爷爷信息：导演:阿兰·葛斯彭纳AlainGsponer   主演:阿努克·斯特芬AnukSteffen/...2015 / 德国瑞士南非 / 剧情冒险家庭
246荒岛余生信息：导演:罗伯特·泽米吉斯RobertZemeckis   主演:汤姆·汉克斯TomHanks/...2000 / 美国 / 冒险剧情
247勇士信息：导演:加文·欧康诺GavinO'Connor   主演:汤姆·哈迪TomHardy/乔尔·...2011 / 美国 / 剧情运动家庭
248枪火信息：导演:杜琪峰JohnnieTo   主演:吴镇宇FrancisNg/任达华SimonYam/...1999 / 香港 / 剧情动作犯罪
249迁徙的鸟信息：导演:雅克·贝汉JacquesPerrin/雅克·克鲁奥德JacquesCluzaud   主演:...2001 / 法国德国意大利西班牙瑞士 / 纪录片
250攻壳机动队信息：导演:押井守MamoruOshii   主演:田中敦子AtsukoTanaka/大冢明夫Akio...1995 / 日本 / 动作科幻动画
