170魂断蓝桥信息：导演:MervynLeRoy   主演:VivienLeigh/RobertTaylor/LucileWatson1940 / 美国 / 剧情战争爱情
171猜火车信息：导演:丹尼·博伊尔DannyBoyle   主演:伊万·麦克格雷格EwanMcGregor/...1996 / 英国 / 犯罪剧情
172人工智能信息：导演:史蒂文·斯皮尔伯格StevenSpielberg   主演:海利·乔·奥斯蒙Haley...2001 / 美国 / 冒险剧情科幻
173头脑特工队信息：导演:彼特·道格特PeteDocter/罗纳尔多·德尔·卡门RonaldoDelCarmen  &nb...;2015 / 美国 / 喜剧动画冒险
174被解救的姜戈信息：导演:昆汀·塔伦蒂诺QuentinTarantino   主演:杰米·福克斯JamieFoxx/...2012 / 美国 / 剧情动作西部冒险
175爆裂鼓手信息：导演:达米安·沙泽勒DamienChazelle   主演:迈尔斯·特勒MilesTeller/...2014 / 美国 / 剧情音乐
176无敌破坏王信息：导演:瑞奇·莫尔RichMoore   主演:约翰·C·赖利JohnC.Reilly/萨拉...2012 / 美国 / 喜剧动画奇幻冒险
177你的名字。信息：导演:新海诚MakotoShinkai   主演:神木隆之介RyûnosukeKamiki/上...2016 / 日本 / 剧情爱情动画
178未麻的部屋信息：导演:今敏SatoshiKon   主演:岩男润子JunkoIwao/松本梨香RicaMatsu...1997 / 日本 / 动画奇幻惊悚
179罗生门信息：导演:黑泽明AkiraKurosawa   主演:三船敏郎ToshirôMifune/千秋实...1950 / 日本 / 犯罪剧情悬疑
180香水信息：导演:汤姆·提克威TomTykwer   主演:本·卫肖BenWhishaw/艾伦·瑞克...2006 / 德国法国西班牙美国 / 剧情犯罪奇幻
181阿飞正传信息：导演:王家卫KarWaiWong   主演:张国荣LeslieCheung/张曼玉MaggieC...1990 / 香港 / 犯罪剧情爱情
182模仿游戏信息：导演:莫腾·泰杜姆MortenTyldum   主演:本尼迪克特·康伯巴奇BenedictC...2014 / 英国美国 / 剧情传记战争同性
183浪潮信息：导演:丹尼斯·甘塞尔DennisGansel   主演:尤尔根·沃格尔JürgenVogel...2008 / 德国 / 剧情惊悚
184房间信息：导演:伦尼·阿伯拉罕森LennyAbrahamson   主演:布丽·拉尔森BrieLarson...2015 / 爱尔兰加拿大英国美国 / 剧情家庭
185朗读者信息：导演:史蒂芬·戴德利StephenDaldry   主演:凯特·温丝莱特KateWinslet...2008 / 美国德国 / 剧情爱情
186一个叫欧维的男人决定去死信息：导演:汉内斯·赫尔姆HannesHolm   主演:罗夫·拉斯加德RolfLassgård...2015 / 瑞典 / 剧情
